package,ecosystem,severity,cve,ghsa,summary,publishedAt,updatedAt,firstPatchedVersion,vulnerableVersionRange
shopware/platform,COMPOSER,LOW,,GHSA-8xv9-qcr9-ww9j,Authenticated XML External Entity Processing,2020-10-19 21:32:18,2020-10-19 21:32:18,6.3.2.1,<= 6.3.2.0
object-path,NPM,HIGH,CVE-2020-15256,GHSA-cwx2-736x-mf6w,Prototype pollution in object-path,2020-10-19 20:55:55,2021-01-07 22:50:26,0.11.5,< 0.11.5
sylius/sylius,COMPOSER,LOW,CVE-2020-15245,GHSA-6gw4-x63h-5499,Ability to switch customer email address on account detail page and stay verified,2020-10-19 20:40:59,2021-01-07 22:50:32,1.8.3,">= 1.8.0, < 1.8.3"
sylius/sylius,COMPOSER,LOW,CVE-2020-15245,GHSA-6gw4-x63h-5499,Ability to switch customer email address on account detail page and stay verified,2020-10-19 20:40:59,2021-01-07 22:50:32,1.7.9,">= 1.7.0, < 1.7.9"
sylius/sylius,COMPOSER,LOW,CVE-2020-15245,GHSA-6gw4-x63h-5499,Ability to switch customer email address on account detail page and stay verified,2020-10-19 20:40:59,2021-01-07 22:50:32,1.6.9,< 1.6.9
orchid/platform,COMPOSER,HIGH,CVE-2020-15263,GHSA-589w-hccm-265x,Inline attribute values were not processed.,2020-10-19 20:17:47,2021-01-07 22:50:46,9.4.4,">= 9.0.0, < 9.4.4"
webpack-subresource-integrity,NPM,LOW,CVE-2020-15262,GHSA-4fc4-chg7-h8gh,Unprotected dynamically loaded chunks,2020-10-19 20:02:44,2021-01-07 22:50:39,1.5.1,< 1.5.1
npm-user-validate,NPM,LOW,,GHSA-xgh6-85xh-479p,Regular Expression Denial of Service in npm-user-validate,2020-10-16 18:56:26,2020-10-16 18:56:26,1.0.1,<= 1.0.0
org.http4s:http4s-async-http-client_2.12,MAVEN,LOW,,GHSA-8hxh-r6f7-jf45,Memory exhaustion in http4s-async-http-client with large or malicious compressed responses,2020-10-16 17:03:43,2020-10-16 17:03:43,0.21.8,<= 0.21.7
org.http4s:http4s-async-http-client_2.13,MAVEN,LOW,,GHSA-8hxh-r6f7-jf45,Memory exhaustion in http4s-async-http-client with large or malicious compressed responses,2020-10-16 17:03:43,2020-10-16 17:03:43,0.21.8,<= 0.21.7
matrix-synapse,PIP,MODERATE,CVE-2020-26891,GHSA-3x8c-fmpc-5rmq,Cross-site scripting (XSS) vulnerability in the fallback authentication endpoint,2020-10-16 16:56:04,2021-01-29 17:53:20,1.21.0,< 1.21.0
org.xwiki.platform:xwiki-platform-oldcore,MAVEN,HIGH,CVE-2020-15252,GHSA-5hv6-mh8q-q9v8,RCE in XWiki,2020-10-16 16:55:49,2021-01-07 22:51:00,12.5,">= 12.0, < 12.5"
org.xwiki.platform:xwiki-platform-oldcore,MAVEN,HIGH,CVE-2020-15252,GHSA-5hv6-mh8q-q9v8,RCE in XWiki,2020-10-16 16:55:49,2021-01-07 22:51:00,11.10.6,< 11.10.6
com.google.crypto.tink:tink,MAVEN,LOW,CVE-2020-8929,GHSA-g5vf-v6wf-7w2r,Ciphertext Malleability Issue in Tink Java,2020-10-16 00:51:24,2021-01-07 22:50:53,1.5.0,< 1.5.0
sopel_plugins.channelmgnt,PIP,CRITICAL,CVE-2020-15251,GHSA-j257-jfvv-h3x5,Privilege Escalation in Channelmgnt plug-in for Sopel,2020-10-13 17:30:30,2021-01-07 22:51:16,1.0.3,<= 1.0.0
joplin,NPM,MODERATE,CVE-2020-9038,GHSA-6r7x-hc8m-985r,XSS in Joplin,2020-10-13 17:29:25,2020-10-13 17:29:25,1.2.1,< 1.2.1
junit:junit,MAVEN,LOW,CVE-2020-15250,GHSA-269g-pwp5-87pp,TemporaryFolder on unix-like systems does not limit access to created files,2020-10-12 17:33:00,2021-02-05 16:51:34,4.13.1,">= 4.7, < 4.13.1"
nats.ws,NPM,HIGH,CVE-2020-26149,GHSA-82rf-q3pr-4f6p,Sensitive data exposure in NATS,2020-10-08 22:11:32,2020-10-08 22:11:32,1.0.0-111,">= 1.0.0-85, <= 1.0.0-110"
nats,NPM,HIGH,CVE-2020-26149,GHSA-82rf-q3pr-4f6p,Sensitive data exposure in NATS,2020-10-08 22:11:32,2020-10-08 22:11:32,2.0.0-209,">= 2.0.0-201, <= 2.0.0-206"
pterodactyl/panel,COMPOSER,MODERATE,,GHSA-5822-pw57-vv37,XSS vulnerability when listing users on add & modify server pages.,2020-10-08 20:13:19,2020-10-08 20:13:19,1.0.0-rc.7,">= 1.0.0-rc.0, <= 1.0.0-rc.6"
pterodactyl/panel,COMPOSER,MODERATE,,GHSA-5822-pw57-vv37,XSS vulnerability when listing users on add & modify server pages.,2020-10-08 20:13:19,2020-10-08 20:13:19,0.7.19,< 0.7.19
typo3fluid/fluid,COMPOSER,MODERATE,CVE-2020-15241,GHSA-7733-hjv6-4h47,Cross-Site Scripting in ternary conditional operator,2020-10-08 19:55:53,2021-01-07 22:51:23,2.6.1,">= 2.6.0, < 2.6.1"
typo3fluid/fluid,COMPOSER,MODERATE,CVE-2020-15241,GHSA-7733-hjv6-4h47,Cross-Site Scripting in ternary conditional operator,2020-10-08 19:55:53,2021-01-07 22:51:23,2.5.5,">= 2.5.0, < 2.5.5"
typo3fluid/fluid,COMPOSER,MODERATE,CVE-2020-15241,GHSA-7733-hjv6-4h47,Cross-Site Scripting in ternary conditional operator,2020-10-08 19:55:53,2021-01-07 22:51:23,2.4.1,">= 2.4.0, < 2.4.1"
typo3fluid/fluid,COMPOSER,MODERATE,CVE-2020-15241,GHSA-7733-hjv6-4h47,Cross-Site Scripting in ternary conditional operator,2020-10-08 19:55:53,2021-01-07 22:51:23,2.3.5,">= 2.3.0, < 2.3.5"
typo3fluid/fluid,COMPOSER,MODERATE,CVE-2020-15241,GHSA-7733-hjv6-4h47,Cross-Site Scripting in ternary conditional operator,2020-10-08 19:55:53,2021-01-07 22:51:23,2.2.1,">= 2.2.0, < 2.2.1"
typo3fluid/fluid,COMPOSER,MODERATE,CVE-2020-15241,GHSA-7733-hjv6-4h47,Cross-Site Scripting in ternary conditional operator,2020-10-08 19:55:53,2021-01-07 22:51:23,2.1.4,">= 2.1.0, < 2.1.4"
typo3fluid/fluid,COMPOSER,MODERATE,CVE-2020-15241,GHSA-7733-hjv6-4h47,Cross-Site Scripting in ternary conditional operator,2020-10-08 19:55:53,2021-01-07 22:51:23,2.0.5,">= 2.0.0, < 2.0.5"
next,NPM,MODERATE,CVE-2020-15242,GHSA-x56p-c8cg-q435,Open Redirect in Next.js versions,2020-10-08 19:28:07,2021-01-07 22:51:50,9.5.4,">= 9.5.0, < 9.5.4"
xmpp-http-upload,PIP,LOW,CVE-2020-15239,GHSA-hwv5-w8gm-fq9f,Directory Traversal vulnerability in GET/PUT allows attackers to Disclose Information or Write Files via a crafted GET/PUT request,2020-10-06 18:21:02,2021-01-07 22:52:07,0.4.0,< 0.4.0
electron,NPM,LOW,CVE-2020-15215,GHSA-56pc-6jqp-xqj8,Context isolation bypass in Electron,2020-10-06 17:46:40,2021-01-07 22:51:37,11.0.0-beta.6,">= 11.0.0-beta.0, <= 11.0.0-beta.5"
electron,NPM,LOW,CVE-2020-15215,GHSA-56pc-6jqp-xqj8,Context isolation bypass in Electron,2020-10-06 17:46:40,2021-01-07 22:51:37,10.1.2,">= 10.0.0-beta.0, < 10.1.2"
electron,NPM,LOW,CVE-2020-15215,GHSA-56pc-6jqp-xqj8,Context isolation bypass in Electron,2020-10-06 17:46:40,2021-01-07 22:51:37,9.3.1,">= 9.0.0-beta.0, < 9.3.1"
electron,NPM,LOW,CVE-2020-15215,GHSA-56pc-6jqp-xqj8,Context isolation bypass in Electron,2020-10-06 17:46:40,2021-01-07 22:51:37,8.5.2,">= 8.0.0-beta.0, < 8.5.2"
electron,NPM,HIGH,CVE-2020-15174,GHSA-2q4g-w47c-4674,Unpreventable top-level navigation,2020-10-06 14:24:04,2021-01-07 22:51:58,10.0.1,">= 10.0.0-beta.0, < 10.0.1"
electron,NPM,HIGH,CVE-2020-15174,GHSA-2q4g-w47c-4674,Unpreventable top-level navigation,2020-10-06 14:24:04,2021-01-07 22:51:58,9.3.0,">= 9.0.0-beta.0, < 9.3.0"
electron,NPM,HIGH,CVE-2020-15174,GHSA-2q4g-w47c-4674,Unpreventable top-level navigation,2020-10-06 14:24:04,2021-01-07 22:51:58,8.5.1,">= 8.0.0-beta.0, < 8.5.1"
shrine,RUBYGEMS,MODERATE,CVE-2020-15237,GHSA-5jjv-x4fq-qjwp,Possible timing attack in derivation_endpoint,2020-10-05 15:48:34,2021-01-07 22:52:19,3.3.0,< 3.3.0
react-native-webview,NPM,HIGH,CVE-2020-6506,GHSA-36j3-xxf7-4pqg,Universal XSS in Android WebView,2020-10-02 16:22:41,2021-01-27 19:16:54,11.0.0,<= 10.10.2
nette/application,COMPOSER,LOW,CVE-2020-15227,GHSA-8gv3-3j7f-wg94,Potential Remote Code Execution vulnerability,2020-10-02 16:22:19,2021-01-07 22:52:49,2.1.13,">= 2.1.0, < 2.1.13"
nette/application,COMPOSER,LOW,CVE-2020-15227,GHSA-8gv3-3j7f-wg94,Potential Remote Code Execution vulnerability,2020-10-02 16:22:19,2021-01-07 22:52:49,2.0.19,">= 2.0.0, < 2.0.19"
nette/application,COMPOSER,LOW,CVE-2020-15227,GHSA-8gv3-3j7f-wg94,Potential Remote Code Execution vulnerability,2020-10-02 16:22:19,2021-01-07 22:52:49,3.0.6,">= 3.0.0, < 3.0.6"
nette/application,COMPOSER,LOW,CVE-2020-15227,GHSA-8gv3-3j7f-wg94,Potential Remote Code Execution vulnerability,2020-10-02 16:22:19,2021-01-07 22:52:49,2.4.16,">= 2.4.0, < 2.4.16"
nette/application,COMPOSER,LOW,CVE-2020-15227,GHSA-8gv3-3j7f-wg94,Potential Remote Code Execution vulnerability,2020-10-02 16:22:19,2021-01-07 22:52:49,2.3.14,">= 2.3.0, < 2.3.14"
nette/application,COMPOSER,LOW,CVE-2020-15227,GHSA-8gv3-3j7f-wg94,Potential Remote Code Execution vulnerability,2020-10-02 16:22:19,2021-01-07 22:52:49,2.2.10,">= 2.2.0, < 2.2.10"
@actions/core,NPM,LOW,CVE-2020-15228,GHSA-mfwh-5m23-j46w,Environment Variable Injection in GitHub Actions,2020-10-01 17:16:20,2021-01-07 22:52:42,1.2.6,< 1.2.6
django-filters,PIP,MODERATE,CVE-2020-15225,GHSA-x7gm-rfgv-w973,Potential DoS with NumberFilter conversion to integer values. ,2020-09-28 19:05:29,2020-09-28 19:05:29,2.4.0,< 2.4.0
tensorflow,PIP,HIGH,CVE-2020-15212,GHSA-hx2x-85gr-wrpq,Out of bounds access in tensorflow-lite,2020-09-25 18:29:00,2021-01-07 22:53:04,2.3.1,= 2.3.0
tensorflow,PIP,HIGH,CVE-2020-15212,GHSA-hx2x-85gr-wrpq,Out of bounds access in tensorflow-lite,2020-09-25 18:29:00,2021-01-07 22:53:04,2.2.1,= 2.2.0
tensorflow,PIP,HIGH,CVE-2020-15214,GHSA-p2cq-cprg-frvm,Out of bounds write in tensorflow-lite,2020-09-25 18:28:56,2021-01-07 22:53:20,2.3.1,= 2.3.0
tensorflow,PIP,HIGH,CVE-2020-15214,GHSA-p2cq-cprg-frvm,Out of bounds write in tensorflow-lite,2020-09-25 18:28:56,2021-01-07 22:53:20,2.2.1,= 2.2.0
tensorflow,PIP,MODERATE,CVE-2020-15213,GHSA-hjmq-236j-8m87,Denial of service in tensorflow-lite,2020-09-25 18:28:53,2021-01-07 22:53:13,2.3.1,= 2.3.0
tensorflow,PIP,MODERATE,CVE-2020-15213,GHSA-hjmq-236j-8m87,Denial of service in tensorflow-lite,2020-09-25 18:28:53,2021-01-07 22:53:13,2.2.1,= 2.2.0
tensorflow,PIP,MODERATE,CVE-2020-15210,GHSA-x9j7-x98r-r4w2,Segmentation fault in tensorflow-lite,2020-09-25 18:28:51,2021-01-07 22:53:35,2.3.1,= 2.3.0
tensorflow,PIP,MODERATE,CVE-2020-15210,GHSA-x9j7-x98r-r4w2,Segmentation fault in tensorflow-lite,2020-09-25 18:28:51,2021-01-07 22:53:35,2.2.1,= 2.2.0
tensorflow,PIP,MODERATE,CVE-2020-15210,GHSA-x9j7-x98r-r4w2,Segmentation fault in tensorflow-lite,2020-09-25 18:28:51,2021-01-07 22:53:35,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow,PIP,MODERATE,CVE-2020-15210,GHSA-x9j7-x98r-r4w2,Segmentation fault in tensorflow-lite,2020-09-25 18:28:51,2021-01-07 22:53:35,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow,PIP,MODERATE,CVE-2020-15210,GHSA-x9j7-x98r-r4w2,Segmentation fault in tensorflow-lite,2020-09-25 18:28:51,2021-01-07 22:53:35,1.15.4,< 1.15.4
tensorflow,PIP,MODERATE,CVE-2020-15211,GHSA-cvpc-8phh-8f45,Out of bounds access in tensorflow-lite,2020-09-25 18:28:49,2021-01-07 22:54:14,2.3.1,= 2.3.0
tensorflow,PIP,MODERATE,CVE-2020-15211,GHSA-cvpc-8phh-8f45,Out of bounds access in tensorflow-lite,2020-09-25 18:28:49,2021-01-07 22:54:14,2.2.1,= 2.2.0
tensorflow,PIP,MODERATE,CVE-2020-15211,GHSA-cvpc-8phh-8f45,Out of bounds access in tensorflow-lite,2020-09-25 18:28:49,2021-01-07 22:54:14,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow,PIP,MODERATE,CVE-2020-15211,GHSA-cvpc-8phh-8f45,Out of bounds access in tensorflow-lite,2020-09-25 18:28:49,2021-01-07 22:54:14,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow,PIP,MODERATE,CVE-2020-15211,GHSA-cvpc-8phh-8f45,Out of bounds access in tensorflow-lite,2020-09-25 18:28:49,2021-01-07 22:54:14,1.15.4,< 1.15.4
tensorflow-gpu,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.3.1,= 2.3.0
tensorflow-gpu,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.2.1,= 2.2.0
tensorflow-gpu,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow-gpu,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow-gpu,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,1.15.4,< 1.15.4
tensorflow-cpu,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.3.1,= 2.3.0
tensorflow-cpu,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.2.1,= 2.2.0
tensorflow-cpu,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow-cpu,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow-cpu,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,1.15.4,< 1.15.4
tensorflow,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.3.1,= 2.3.0
tensorflow,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.2.1,= 2.2.0
tensorflow,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow,PIP,MODERATE,CVE-2020-15209,GHSA-qh32-6jjc-qprm,Null pointer dereference in tensorflow-lite,2020-09-25 18:28:46,2021-01-07 22:54:21,1.15.4,< 1.15.4
tensorflow-gpu,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.3.1,= 2.3.0
tensorflow-gpu,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.2.1,= 2.2.0
tensorflow-gpu,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow-gpu,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow-gpu,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,1.15.4,< 1.15.4
tensorflow-cpu,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.3.1,= 2.3.0
tensorflow-cpu,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.2.1,= 2.2.0
tensorflow-cpu,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow-cpu,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow-cpu,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,1.15.4,< 1.15.4
tensorflow,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.3.1,= 2.3.0
tensorflow,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.2.1,= 2.2.0
tensorflow,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow,PIP,HIGH,CVE-2020-15208,GHSA-mxjj-953w-2c2v,Data corruption in tensorflow-lite,2020-09-25 18:28:44,2021-01-07 22:53:28,1.15.4,< 1.15.4
tensorflow-gpu,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.3.1,= 2.3.0
tensorflow-gpu,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.2.1,= 2.2.0
tensorflow-gpu,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow-gpu,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow-gpu,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,1.15.4,< 1.15.4
tensorflow-cpu,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.3.1,= 2.3.0
tensorflow-cpu,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.2.1,= 2.2.0
tensorflow-cpu,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow-cpu,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow-cpu,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,1.15.4,< 1.15.4
tensorflow,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.3.1,= 2.3.0
tensorflow,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.2.1,= 2.2.0
tensorflow,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow,PIP,HIGH,CVE-2020-15207,GHSA-q4qf-3fc6-8x34,Segfault and data corruption in tensorflow-lite,2020-09-25 18:28:43,2021-01-07 22:53:44,1.15.4,< 1.15.4
tensorflow-gpu,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.3.1,= 2.3.0
tensorflow-gpu,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.2.1,= 2.2.0
tensorflow-gpu,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow-gpu,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow-gpu,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,1.15.4,< 1.15.4
tensorflow-cpu,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.3.1,= 2.3.0
tensorflow-cpu,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.2.1,= 2.2.0
tensorflow-cpu,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow-cpu,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow-cpu,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,1.15.4,< 1.15.4
tensorflow,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.3.1,= 2.3.0
tensorflow,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.2.1,= 2.2.0
tensorflow,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow,PIP,MODERATE,CVE-2020-15204,GHSA-q8gv-q7wr-9jf8,Segfault in Tensorflow,2020-09-25 18:28:41,2021-01-07 22:54:06,1.15.4,< 1.15.4
tensorflow-gpu,PIP,CRITICAL,CVE-2020-15206,GHSA-w5gh-2wr2-pm6g,Denial of Service in Tensorflow,2020-09-25 18:28:40,2021-01-07 22:53:50,2.3.1,= 2.3.0
tensorflow-gpu,PIP,CRITICAL,CVE-2020-15206,GHSA-w5gh-2wr2-pm6g,Denial of Service in Tensorflow,2020-09-25 18:28:40,2021-01-07 22:53:50,2.2.1,= 2.2.0
tensorflow-gpu,PIP,CRITICAL,CVE-2020-15206,GHSA-w5gh-2wr2-pm6g,Denial of Service in Tensorflow,2020-09-25 18:28:40,2021-01-07 22:53:50,2.1.2,">= 2.1.0, < 2.1.2"
tensorflow-gpu,PIP,CRITICAL,CVE-2020-15206,GHSA-w5gh-2wr2-pm6g,Denial of Service in Tensorflow,2020-09-25 18:28:40,2021-01-07 22:53:50,2.0.3,">= 2.0.0, < 2.0.3"
tensorflow-gpu,PIP,CRITICAL,CVE-2020-15206,GHSA-w5gh-2wr2-pm6g,Denial of Service in Tensorflow,2020-09-25 18:28:40,2021-01-07 22:53:50,1.15.4,< 1.15.4
